type,from,to,Work at home,Study at home,"Drive a private car, truck or van","Drive a company car, truck or van","Passenger in a car, truck, van or company bus",Public bus,School bus,Train,Bicycle,Walk or jog,Ferry,Other,Total
Work,327900,327600,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,238400,243700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,115500,133300,0,0,9,0,0,15,0,0,0,0,0,0,24
Work,118500,133000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,321300,318400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,182400,183200,0,0,12,0,0,0,0,0,0,0,0,0,21
Work,324400,322200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,149400,133200,0,0,18,0,0,0,0,0,0,0,0,0,27
Work,236800,237600,0,0,87,18,0,9,0,0,0,0,0,0,123
Work,139000,141000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,186200,186600,0,0,27,0,0,0,0,0,0,0,0,0,27
Work,175600,178900,0,0,27,0,0,0,0,0,0,0,0,0,33
Work,130200,133200,0,0,15,6,0,15,0,0,0,15,0,0,57
Work,147200,133200,0,0,24,0,0,0,0,15,0,0,0,0,45
Work,104500,103500,0,0,27,0,0,0,0,0,0,0,0,0,33
Work,196600,196000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,348100,348300,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,107000,106200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,165400,157600,0,0,24,0,0,0,0,0,0,0,0,0,33
Work,156600,145400,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,317400,322200,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,151500,140300,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,238600,251800,0,0,6,0,0,0,0,6,0,0,0,0,12
Work,349800,356200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,248400,248300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,315200,315000,0,0,21,0,0,0,0,0,0,0,0,0,21
Work,318700,327100,0,0,27,0,0,0,0,0,0,0,0,0,39
Work,125500,134100,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,126400,118800,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,180200,179600,0,0,33,0,0,0,0,0,0,0,0,0,42
Work,136700,131900,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,145300,146700,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,320300,321200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,124400,133700,0,0,9,0,0,27,0,0,0,0,0,0,45
Work,136800,131300,0,0,12,0,0,9,0,0,0,0,0,0,21
Work,120400,123100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,156900,164100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,133800,135300,0,0,0,0,0,0,0,0,0,15,0,0,15
Work,242600,251800,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,227200,229200,0,0,36,12,0,0,0,0,0,0,0,0,48
Work,256800,255700,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,313900,312900,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,151900,154900,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,171100,152300,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,123800,141500,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,218600,216900,0,0,21,0,0,0,0,0,0,0,0,0,24
Work,153000,133200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,318500,328800,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,151300,131300,0,0,9,0,0,0,0,9,0,0,0,0,24
Work,209400,210700,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,152800,145400,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,314900,316100,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,101300,100800,0,0,27,0,0,0,0,0,0,0,0,0,27
Work,250600,244300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,165400,161400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,128400,123500,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,329500,326700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,116500,117300,0,0,27,0,0,0,0,0,0,0,0,0,36
Work,317300,319100,0,0,36,6,0,0,0,0,0,0,0,0,45
Work,247700,248900,0,0,15,0,0,0,0,0,0,0,0,0,24
Work,221600,217000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,157900,148200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,165300,154400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,133900,145900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,144700,127200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,337600,338000,0,0,36,9,0,0,0,0,0,0,0,0,48
Work,129400,136400,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,231400,230200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,159900,156000,0,0,24,0,0,0,0,0,0,0,0,0,24
Work,232300,231000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,319500,325500,0,0,21,0,0,0,0,0,0,0,0,0,36
Work,127000,126800,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,117600,136000,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,155500,147700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,223700,225700,0,0,168,42,6,0,0,0,6,0,0,0,222
Work,140000,131200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,154000,133500,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,129600,137700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,240600,252400,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,247300,242200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,321400,324900,0,0,33,0,0,0,0,0,12,0,0,0,54
Work,324000,317300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,347900,347500,0,0,63,15,0,0,0,0,12,6,0,0,96
Work,351300,351600,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,118200,127400,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,174000,175000,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,132000,131200,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,245900,244200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,251800,254900,0,0,9,0,0,6,0,0,0,0,0,0,18
Work,322900,317500,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,134100,147400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,254400,253600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,322100,323500,0,0,27,9,0,0,0,0,0,0,0,0,42
Work,183200,183000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,237800,245700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,326500,325700,0,0,27,0,0,0,0,0,6,0,0,0,39
Work,216300,217400,0,0,87,9,0,0,0,0,0,0,0,0,102
Work,116700,132400,0,0,6,0,0,12,0,0,0,0,0,0,18
Work,118900,127400,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,178300,180200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,199400,201200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,144600,148700,0,0,39,9,0,0,0,0,0,0,0,0,57
Work,122800,145400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,117600,123500,0,0,51,0,0,0,0,0,0,0,0,0,66
Work,136800,134200,0,0,6,0,0,0,0,0,0,6,0,0,18
Work,323700,328300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,145900,133300,0,0,6,0,0,0,0,0,0,0,0,0,15
Work,146300,117300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,166200,155500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,219800,220400,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,126400,134800,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,322500,322300,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,148800,133300,0,0,0,0,0,0,0,0,0,0,9,0,15
Work,130400,129900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,135500,141500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,138100,131900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,338800,341900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,244900,245000,0,0,12,6,0,0,0,0,0,0,0,0,21
Work,256400,256800,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,331800,324900,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,116700,118600,0,0,180,45,9,6,0,0,0,0,0,0,246
Work,237800,238500,0,0,15,0,0,0,0,0,0,0,0,0,21
Work,254300,248900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,318600,325700,0,0,39,0,0,0,0,0,6,0,0,0,48
Work,132600,132400,0,0,6,0,0,6,0,0,0,0,0,0,18
Work,194600,195500,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,362100,360700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,154700,147700,0,0,21,9,0,0,0,0,0,0,0,0,30
Work,256000,256100,0,0,21,6,0,0,0,0,0,0,0,0,30
Work,206800,206700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,151700,133200,0,0,0,0,0,0,0,0,0,0,12,0,15
Work,155800,151400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,221300,220900,0,0,21,0,0,0,0,0,0,0,0,0,24
Work,318900,316700,0,0,30,0,0,0,0,0,0,0,0,0,33
Work,230900,231200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,121900,117400,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,106600,106000,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,116200,132700,0,0,6,0,0,0,0,0,0,0,6,0,15
Work,176400,178300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,129200,133400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,109900,109800,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,325300,324000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,122400,131800,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,340500,340700,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,247300,247000,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,355600,352200,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,130200,133700,0,0,18,0,0,12,0,0,0,9,0,0,48
Work,113400,113500,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,184800,175200,0,0,0,6,0,0,0,0,0,0,0,0,9
Work,314600,316700,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,190400,169200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,212300,215000,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,126900,141500,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,133700,155500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,162000,144200,0,0,12,0,0,0,0,0,0,0,0,0,21
Work,146500,140300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,117600,134300,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,173900,174100,0,0,27,0,0,0,0,0,0,0,0,0,33
Work,183800,183000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,241600,242900,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,249500,248900,0,0,51,6,9,9,0,0,0,18,0,0,93
Work,314300,323500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,330100,332700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,330900,327100,0,0,15,0,0,0,0,0,6,0,0,0,27
Work,362400,361900,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,145700,147700,0,0,21,6,0,0,0,0,0,0,0,0,27
Work,354200,353800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,302300,302100,0,0,27,6,0,0,0,0,0,0,0,0,36
Work,128900,135600,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,150400,152700,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,111100,110900,0,0,24,0,0,0,0,0,0,0,0,0,30
Work,176900,176300,0,0,51,24,0,0,0,0,0,0,0,0,84
Work,122100,127500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,239500,251800,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,344800,344900,0,0,198,63,6,0,0,0,0,6,0,0,282
Work,172800,172600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,356800,356100,0,0,114,0,9,0,0,0,0,0,0,0,126
Work,150500,132700,0,0,0,0,0,0,0,0,0,0,0,0,15
Work,342800,344400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,115300,115900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,362600,362200,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,128400,145900,0,0,21,0,0,0,0,0,0,0,0,0,27
Work,342100,342800,0,0,24,12,0,0,0,0,0,0,0,0,36
Work,124500,130300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,163600,160900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,130800,135300,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,361200,361700,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,143100,155500,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,121500,155500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,232000,232100,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,252000,251900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,308500,307900,0,0,30,18,0,0,0,0,0,0,0,0,51
Work,116500,147700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,122900,133200,0,0,21,0,0,0,0,0,0,0,0,0,33
Work,245000,246700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,132600,133500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,145300,133300,0,0,12,0,0,12,0,15,0,0,0,0,45
Work,137900,135800,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,256500,255700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,164800,165300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,137200,138800,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,166400,152700,0,0,6,0,0,0,0,6,0,0,0,0,15
Work,102300,103400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,192100,193000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,322200,326400,0,0,21,6,0,0,0,0,0,0,0,0,27
Work,322900,328100,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,340000,340300,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,351600,349900,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,355500,354300,0,0,66,12,6,0,0,0,0,27,0,0,120
Work,183200,179400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,352000,353400,0,0,114,6,9,51,0,0,21,36,0,0,246
Work,143800,118600,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,129100,136100,0,0,18,0,0,0,0,0,0,0,0,0,21
Work,118300,118600,0,0,129,36,0,9,0,0,0,0,0,0,180
Work,210900,210200,0,0,21,0,0,0,0,0,0,0,0,0,30
Work,165500,170000,0,0,15,0,0,0,0,0,0,0,0,0,15
Work,143300,152300,0,0,39,0,0,0,0,0,0,0,0,0,45
Work,241800,244400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,204100,204500,0,0,33,6,0,0,0,0,0,0,0,0,48
Work,216700,216400,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,323800,320900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,211800,209500,0,0,33,0,0,0,0,0,0,0,0,0,39
Work,113900,114000,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,232000,231800,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,332100,322700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,242900,243000,0,0,90,9,12,0,0,0,0,9,0,0,126
Work,337100,338000,0,0,159,51,6,0,0,0,0,0,0,0,225
Work,302800,343500,0,0,6,0,0,0,0,0,0,6,0,0,12
Work,159900,148200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,355300,353100,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,144500,152300,0,0,27,9,0,0,0,0,0,0,0,0,39
Work,317600,316700,0,0,30,0,0,0,0,0,0,0,0,0,36
Work,121300,131000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,132000,134400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,319700,324900,0,0,21,0,0,0,0,0,0,0,0,0,30
Work,329100,320500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,181300,176300,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,149300,133700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,175700,181200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,253400,252100,0,0,9,0,0,6,0,0,0,9,0,0,30
Work,224100,225700,0,0,111,27,12,0,0,0,0,0,0,0,159
Work,213300,212900,0,0,57,12,0,0,0,0,0,9,0,0,90
Work,235700,230600,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,243500,239900,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,182300,178900,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,159300,153800,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,196000,195200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,167700,167800,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,106100,105900,0,0,18,0,0,0,0,0,0,0,0,0,30
Work,179600,173000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,136400,136000,0,0,24,0,0,0,0,0,0,0,0,0,42
Work,120600,137700,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,125800,157600,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,243600,244800,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,362700,362500,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,119700,118300,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,114500,131300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,159300,157600,0,0,54,15,0,0,0,0,0,0,0,0,72
Work,128300,133600,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,106200,105700,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,139300,132700,0,0,12,0,0,9,0,0,0,0,0,0,30
Work,230900,232000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,197300,195800,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,151200,154900,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,155800,155500,0,0,48,0,12,6,0,0,0,0,0,0,72
Work,249900,244300,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,351800,350700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,163700,161600,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,121900,155500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,213800,208500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,321400,320400,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,256100,255500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,193400,194000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,150300,127500,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,114600,145900,0,0,6,6,0,0,0,0,0,0,0,0,15
Work,320700,325500,0,0,30,0,0,0,0,0,0,0,0,0,42
Work,175700,175200,0,0,126,15,6,0,0,0,12,15,0,0,177
Work,115000,115500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,163700,136400,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,315300,314200,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,136000,131200,0,0,9,0,0,0,0,0,0,0,0,0,18
Work,138000,131900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,250600,253000,0,0,0,0,0,0,0,0,0,0,0,0,12
Work,119900,132400,0,0,0,0,0,6,0,0,0,0,0,0,15
Work,227100,228300,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,157100,156000,0,0,24,0,0,0,0,0,0,0,0,0,33
Work,322400,327100,0,0,27,0,0,0,0,0,0,0,0,0,39
Work,127600,138500,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,340500,340100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,140000,127500,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,361500,363000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,138500,138700,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,247800,248000,0,0,15,6,0,0,0,0,0,0,0,0,27
Work,234800,237800,0,0,12,9,0,0,0,0,0,0,0,0,18
Work,176100,178100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,241700,242000,0,0,9,0,0,0,0,0,0,0,0,0,18
Work,106500,106700,0,0,0,6,0,0,0,0,0,0,0,0,12
Work,114200,145900,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,142600,147700,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,231600,232000,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,197300,191900,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,174300,174900,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,255800,257700,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,144600,138500,0,0,0,0,0,0,0,0,0,0,9,0,9
Work,125600,152300,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,160700,160200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,217800,216200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,314600,331500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,331700,328700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,173400,183200,0,0,33,6,0,0,0,0,0,0,0,0,42
Work,211500,211700,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,251200,251700,0,0,9,0,0,0,0,0,0,72,0,0,99
Work,137400,147400,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,243400,245000,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,161800,132700,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,130300,130200,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,315600,322300,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,121900,133300,0,0,21,0,0,21,0,0,0,0,0,0,39
Work,326500,328400,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,333900,333800,0,0,24,9,0,0,0,0,0,0,0,0,33
Work,137000,132700,0,0,9,0,0,9,0,0,0,0,0,0,27
Work,125600,123400,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,137500,137300,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,239200,251400,0,0,36,0,15,0,0,69,0,0,0,0,126
Work,158100,118600,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,348100,348200,0,0,0,0,0,0,0,0,0,12,0,0,21
Work,103600,103000,0,0,36,9,0,0,0,0,0,0,0,0,45
Work,215400,208300,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,325800,322400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,182600,183500,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,329600,316700,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,182800,183300,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,111200,112900,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,328900,317300,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,194900,193000,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,338900,341300,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,216300,219600,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,219600,217600,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,114200,138500,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,335600,334200,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,112500,113800,0,0,36,15,6,0,0,0,0,0,0,0,60
Work,244200,246000,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,336300,336000,0,0,18,0,0,0,0,0,0,0,0,0,24
Work,130700,136000,0,0,9,0,0,0,0,0,0,0,0,0,21
Work,156700,138500,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,136800,132700,0,0,9,0,0,12,0,0,0,0,0,0,21
Work,330800,325000,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,122100,147900,0,0,15,0,0,0,0,0,0,0,0,0,24
Work,333700,324200,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,162400,165300,0,0,9,6,0,0,0,0,0,0,0,0,15
Work,143000,135300,0,0,0,0,0,0,0,0,0,0,0,0,9
Work,114600,118600,0,0,96,27,0,0,0,0,0,0,0,0,132
Work,201800,187800,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,321000,328800,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,128300,135800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,137800,134100,0,0,0,0,0,15,0,0,0,0,0,0,27
Work,123800,145500,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,135600,133300,0,0,12,0,0,0,0,12,0,0,0,0,27
Work,302700,303900,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,149200,152300,0,0,105,18,0,0,0,0,0,0,0,0,132
Work,157800,117000,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,155000,164100,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,140000,133200,0,0,24,0,9,15,0,9,0,0,0,0,60
Work,122200,123400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,142100,118600,0,0,21,0,6,0,0,0,0,0,0,0,30
Work,220100,220800,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,212000,211500,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,229400,232200,0,0,9,0,0,0,0,0,0,0,0,0,15
Work,351900,354300,0,0,27,0,0,0,0,0,0,0,0,0,45
Work,352100,353400,0,0,168,30,9,6,0,0,6,33,0,6,264
Work,190600,191100,0,0,6,0,0,0,0,0,0,0,0,0,6
Work,209300,208900,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,140300,126800,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,320200,319100,0,0,33,6,0,0,0,0,0,0,0,0,42
Work,111200,114900,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,137900,133300,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,130700,128700,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,176700,177700,0,0,12,0,0,0,0,0,0,0,0,0,12
Work,124200,147900,0,0,12,0,0,0,0,0,0,0,0,0,18
Work,142300,142000,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,176500,179200,0,0,9,0,0,0,0,0,0,0,0,0,12
Work,303400,303200,0,0,15,0,0,0,0,0,0,0,0,0,18
Work,314000,315700,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,154900,154000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,130900,133900,0,0,63,0,6,0,0,0,0,0,0,0,78
Work,121700,122000,0,0,6,0,0,0,0,0,0,0,0,0,9
Work,220800,221900,0,0,18,0,0,0,0,0,0,0,0,0,18
Work,221600,220900,0,0,30,0,0,0,0,0,0,0,0,0,33
Work,353600,351600,0,0,9,0,0,0,0,0,0,0,0,0,9
Work,362900,361400,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,315500,315000,0,0,6,0,0,0,0,0,0,0,0,0,12
Work,137900,147700,0,0,18,0,0,0,0,0,0,0,0,0,27
Work,154900,158500,0,0,0,0,0,0,0,0,0,0,0,0,6
Work,241500,251400,0,0,36,6,6,6,0,60,0,0,0,0,120
Work,152100,148200,0,0,12,0,0,0,0,0,0,0,0,0,15
Work,215500,215600,0,0,27,0,0,0,0,0,0,0,0,0,33
Work,134900,133900,0,0,36,6,0,9,0,0,0,9,0,0,63
