type,from,to,Work at home,Study at home,"Drive a private car, truck or van","Drive a company car, truck or van","Passenger in a car, truck, van or company bus",Public bus,School bus,Train,Bicycle,Walk or jog,Ferry,Other,Total
Education,221700,221600,0,0,0,0,,0,0,0,0,0,0,0,21
Education,118100,117300,0,0,60,0,,9,0,0,0,78,0,0,168
Education,128200,117300,0,0,12,0,,0,0,0,0,0,0,0,15
Education,152900,149300,0,0,0,0,,0,0,0,0,0,0,0,24
Education,256000,255900,0,0,0,0,,0,0,0,0,0,0,0,9
Education,165200,164000,0,0,0,0,,0,0,0,0,0,0,0,6
Education,320800,320100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,132000,117300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,178100,180300,0,0,0,0,,0,0,0,0,0,0,0,12
Education,193100,193000,0,0,0,0,,0,0,0,0,0,0,0,9
Education,170000,165300,0,0,0,0,,0,0,0,0,0,0,0,12
Education,331300,321200,0,0,42,0,,9,0,0,6,0,0,0,60
Education,356000,356100,0,0,0,0,,0,30,0,0,0,0,0,36
Education,119100,118600,0,0,0,0,,0,0,0,0,0,0,0,15
Education,119500,117300,0,0,33,0,,0,0,0,0,0,0,0,42
Education,232200,229300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,324000,321400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,207300,206200,0,0,0,0,,0,0,0,0,0,0,0,18
Education,135800,137000,0,0,0,0,,0,0,0,0,0,0,0,15
Education,322100,321200,0,0,33,0,,12,0,0,9,0,0,0,60
Education,128100,126600,0,0,0,0,,9,0,0,0,0,0,0,33
Education,163000,163500,0,0,0,0,,0,0,0,0,0,0,0,12
Education,144600,134800,0,0,0,0,,0,0,0,0,0,12,0,12
Education,130000,125100,0,0,0,0,,0,0,0,0,0,0,0,12
Education,110700,118100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,144400,143300,0,0,0,0,,0,0,0,0,33,0,0,69
Education,324600,326600,0,0,9,0,,0,0,0,0,0,0,0,6
Education,208800,209900,0,0,0,0,,0,0,0,0,0,0,0,12
Education,197600,194700,0,0,6,0,,0,0,0,0,0,0,0,9
Education,197300,197000,0,0,0,0,,0,0,0,0,0,0,0,18
Education,334900,319200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,219300,217400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,172200,171900,0,0,0,0,,0,0,0,0,0,0,0,18
Education,250300,250800,0,0,0,0,,0,0,0,0,0,0,0,9
Education,245900,185700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,334200,336200,0,0,0,0,,0,48,0,0,0,0,0,51
Education,243400,250700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,139000,138100,0,0,0,0,,0,0,0,0,0,0,0,21
Education,145700,139400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,185700,182400,0,0,0,0,,0,0,0,0,0,0,0,9
Education,106600,106900,0,0,0,0,,0,0,0,0,0,0,0,9
Education,310700,310600,0,0,0,0,,0,0,0,0,0,0,0,18
Education,187400,187100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,351000,353500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,186100,186400,0,0,0,0,,0,9,0,0,0,0,0,42
Education,315500,314800,0,0,0,0,,0,0,0,0,0,0,0,21
Education,320600,327100,0,0,24,0,,6,0,0,0,0,0,0,36
Education,320600,321200,0,0,36,0,,6,0,0,36,90,0,6,201
Education,351700,353200,0,0,39,0,,15,0,0,21,72,0,0,159
Education,101300,101100,0,0,0,0,,0,0,0,0,0,0,0,9
Education,132900,135600,0,0,0,0,,0,0,0,0,0,0,0,6
Education,156900,152000,0,0,0,0,,0,0,0,0,0,0,0,6
Education,334500,334000,0,0,0,0,,0,51,0,0,0,0,0,60
Education,144900,141000,0,0,0,0,,0,0,0,0,0,0,0,9
Education,248800,249100,0,0,0,0,,0,0,0,0,0,0,0,24
Education,203400,203600,0,0,0,0,,0,9,0,0,0,0,0,39
Education,166100,165300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,115000,120700,0,0,0,0,,0,0,0,0,0,0,0,9
Education,132600,136500,0,0,0,0,,0,0,0,0,0,0,0,24
Education,323300,304700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,146400,147800,0,0,0,0,,0,0,0,0,0,0,0,9
Education,327400,324900,0,0,0,0,,0,0,0,15,0,0,0,21
Education,332400,325900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,111200,126600,0,0,0,0,,0,9,0,0,0,0,0,12
Education,173100,173900,0,0,0,0,,0,0,0,0,0,0,0,15
Education,114900,112900,0,0,0,0,,0,9,0,0,0,0,0,27
Education,331200,330600,0,0,0,0,,0,0,0,0,9,0,0,27
Education,329500,327700,0,0,0,0,,0,0,0,0,36,0,0,81
Education,340400,340000,0,0,0,0,,0,0,0,0,0,0,0,21
Education,214000,215200,0,0,0,0,,0,0,0,0,0,0,0,6
Education,253400,250700,0,0,0,0,,9,0,0,0,0,0,0,24
Education,177700,180800,0,0,0,0,,0,0,0,0,0,0,0,9
Education,152800,154200,0,0,0,0,,0,0,0,0,18,0,0,57
Education,134400,134800,0,0,15,0,,102,0,9,9,45,0,0,189
Education,192500,192000,0,0,0,0,,0,0,0,0,0,0,0,9
Education,165100,165300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,354100,353200,0,0,21,0,,6,0,0,0,0,0,0,39
Education,121900,122100,0,0,0,0,,0,0,0,0,0,0,0,24
Education,194200,194800,0,0,0,0,,0,15,0,0,0,0,0,27
Education,205400,205800,0,0,12,0,,0,30,0,9,0,0,0,144
Education,330000,322700,0,0,0,0,,0,0,0,0,0,0,0,12
Education,202100,203900,0,0,0,0,,0,9,0,0,0,0,0,18
Education,181000,180900,0,0,0,0,,0,0,0,0,9,0,0,30
Education,198600,199800,0,0,0,0,,0,0,0,0,0,0,0,15
Education,186600,186000,0,0,0,0,,0,12,0,0,0,0,0,12
Education,186200,186400,0,0,0,0,,0,0,0,9,27,0,0,75
Education,359700,358500,0,0,0,0,,0,15,0,0,0,0,0,15
Education,236600,238000,0,0,0,0,,0,0,0,0,0,0,0,18
Education,128200,129300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,158800,133200,0,0,0,0,,0,0,0,0,0,0,0,6
Education,157400,156400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,137800,138500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,325400,327100,0,0,54,0,,21,0,0,0,0,0,0,87
Education,116100,126600,0,0,0,0,,0,12,0,0,0,0,0,15
Education,176800,172900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,331800,331100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,161100,160300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,172600,179400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,327800,326500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,321500,322400,0,0,0,0,,0,0,0,18,6,0,0,30
Education,152000,153800,0,0,0,0,,0,0,0,0,27,0,0,63
Education,354400,355500,0,0,0,0,,0,0,0,0,0,0,0,18
Education,354500,352300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,315400,314600,0,0,0,0,,0,0,0,0,0,0,0,12
Education,217500,218800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,214700,210500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,114800,126600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,152800,140400,0,0,0,0,,0,0,0,0,0,0,0,33
Education,356200,356400,0,0,6,0,,0,93,0,0,6,0,0,171
Education,359400,359100,0,0,0,0,,0,18,0,0,0,0,0,24
Education,306000,303200,0,0,0,0,,0,0,0,0,0,0,0,21
Education,117600,133200,0,0,12,0,,9,0,0,0,0,0,0,21
Education,118200,118500,0,0,0,0,,0,0,0,0,15,0,0,39
Education,230300,231300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,360600,361100,0,0,0,0,,0,0,0,15,0,0,0,54
Education,154200,155900,0,0,0,0,,0,0,0,0,0,0,0,27
Education,315400,315300,0,0,0,0,,0,0,0,0,0,0,0,15
Education,132200,131200,0,0,0,0,,0,18,0,0,0,0,0,27
Education,330300,325700,0,0,0,0,,0,0,0,0,0,0,0,15
Education,143700,142200,0,0,0,0,,0,0,0,0,0,0,0,6
Education,244200,250700,0,0,0,0,,0,0,0,0,0,0,0,12
Education,351200,353400,0,0,9,0,,0,0,0,0,0,0,0,15
Education,143800,144100,0,0,0,0,,0,0,0,0,0,0,0,9
Education,359600,360200,0,0,0,0,,0,21,0,0,0,0,0,30
Education,143600,140200,0,0,0,0,,0,0,0,0,0,0,0,15
Education,254000,253300,0,0,0,0,,0,0,0,0,0,0,0,18
Education,160400,162300,0,0,0,0,,0,0,0,0,0,0,0,69
Education,204400,204600,0,0,0,0,,0,24,0,0,0,0,0,30
Education,150900,153300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,105500,105100,0,0,0,0,,0,0,0,0,0,0,0,9
Education,122700,121400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,334500,321200,0,0,36,0,,0,0,0,0,0,0,0,42
Education,351000,354300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,245800,244000,0,0,0,0,,0,0,0,0,0,0,0,9
Education,118500,140200,0,0,0,0,,6,0,0,0,0,0,0,6
Education,209100,209200,0,0,0,0,,0,0,0,0,12,0,0,48
Education,118200,119500,0,0,0,0,,0,6,0,0,0,0,0,45
Education,199500,200500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,223800,225300,0,0,0,0,,0,0,0,0,0,0,0,12
Education,244400,245100,0,0,0,0,,0,0,0,0,0,0,0,9
Education,241300,244700,0,0,0,0,,0,0,0,0,0,0,0,9
Education,117700,133200,0,0,0,0,,0,0,0,0,0,0,0,6
Education,230800,231800,0,0,0,0,,0,0,0,0,0,0,0,18
Education,137900,133200,0,0,6,0,,0,0,0,0,0,0,0,12
Education,240600,240100,0,0,0,0,,0,45,0,0,0,0,0,66
Education,154700,154600,0,0,0,0,,0,0,0,0,0,0,0,6
Education,236500,237800,0,0,0,0,,0,0,0,0,0,0,0,9
Education,134600,134200,0,0,0,0,,0,12,0,0,0,0,0,21
Education,181000,180800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,144400,134800,0,0,15,0,,54,0,9,0,0,0,0,84
Education,358400,361000,0,0,15,0,,0,0,0,0,0,0,0,18
Education,118400,119700,0,0,0,0,,0,0,0,0,0,0,0,36
Education,303200,303300,0,0,0,0,,0,0,0,0,0,0,0,15
Education,134900,132500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,331700,321200,0,0,42,0,,6,0,0,0,0,0,0,51
Education,122600,126600,0,0,0,0,,30,24,0,0,0,0,0,84
Education,319600,321400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,208700,210700,0,0,0,0,,0,0,0,0,0,0,0,12
Education,143300,145900,0,0,0,0,,0,0,0,0,15,0,0,21
Education,127600,125700,0,0,0,0,,0,9,0,0,0,0,0,36
Education,174600,174400,0,0,0,0,,0,9,0,0,0,0,0,12
Education,122100,125600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,231000,230200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,302200,302800,0,0,0,0,,0,0,0,0,0,0,0,15
Education,351100,350700,0,0,0,0,,0,0,0,0,0,0,0,12
Education,215300,214600,0,0,0,0,,0,0,0,0,0,0,0,6
Education,117000,134800,0,0,36,0,,15,0,0,0,0,0,0,66
Education,331200,324900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,228400,232100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,149900,162500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,149100,134800,0,0,24,0,,21,0,12,0,0,0,0,57
Education,344000,344500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,128100,123400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,306500,306800,0,0,0,0,,0,0,0,0,0,0,0,15
Education,173200,134800,0,0,9,0,,0,0,0,0,9,0,0,18
Education,245900,244700,0,0,0,0,,9,0,0,0,0,0,0,21
Education,217100,218000,0,0,0,0,,0,0,0,0,0,0,0,21
Education,327600,321200,0,0,30,0,,15,0,0,12,0,0,0,66
Education,119400,118100,0,0,0,0,,0,0,0,0,0,0,0,9
Education,351200,352800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,159600,157600,0,0,0,0,,0,0,0,0,15,0,0,36
Education,202500,202300,0,0,0,0,,0,0,0,0,0,0,0,27
Education,249800,251300,0,0,0,0,,21,0,0,0,0,0,0,27
Education,134100,134800,0,0,0,0,,12,0,0,0,150,0,0,165
Education,209000,209100,0,0,0,0,,0,0,0,0,36,0,0,105
Education,316000,315900,0,0,0,0,,0,0,0,0,0,0,0,12
Education,335600,322700,0,0,0,0,,0,0,0,0,0,0,0,15
Education,231700,231600,0,0,0,0,,0,0,0,15,51,0,0,96
Education,357900,362100,0,0,0,0,,0,0,0,0,6,0,0,15
Education,232900,233300,0,0,0,0,,0,0,0,0,0,0,0,30
Education,112800,134800,0,0,0,0,,15,0,0,0,0,0,0,18
Education,351600,352300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,143500,133200,0,0,9,0,,9,0,0,0,0,0,0,18
Education,178200,179700,0,0,0,0,,0,0,0,9,15,0,0,78
Education,127600,124700,0,0,0,0,,0,0,0,0,0,0,0,9
Education,245600,245100,0,0,0,0,,0,0,0,0,0,0,0,15
Education,224800,225600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,315900,326600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,323800,323200,0,0,0,0,,0,0,0,9,0,0,0,21
Education,173900,173800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,231200,231900,0,0,117,0,,126,0,0,30,0,0,0,303
Education,133900,134800,0,0,0,0,,0,0,0,0,0,0,0,12
Education,180300,177900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,140400,139700,0,0,0,0,,0,0,0,0,6,0,0,12
Education,361000,361100,0,0,0,0,,0,0,0,0,0,0,0,12
Education,227300,227500,0,0,0,0,,0,0,0,0,0,0,0,24
Education,150200,144100,0,0,0,0,,0,9,0,0,0,0,0,15
Education,211400,210500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,233500,233700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,317000,321800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,248000,252500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,150800,150000,0,0,0,0,,0,0,0,0,0,0,0,9
Education,150400,134800,0,0,30,0,,66,0,6,0,0,0,0,117
Education,155100,155500,0,0,6,0,,0,0,0,0,0,0,0,12
Education,123700,125400,0,0,0,0,,0,0,0,0,0,0,0,39
Education,327300,321000,0,0,0,0,,0,0,0,0,0,0,0,15
Education,332900,329200,0,0,0,0,,0,51,0,0,0,0,0,54
Education,215400,214600,0,0,0,0,,0,0,0,6,0,0,0,42
Education,210000,210900,0,0,0,0,,0,0,0,15,0,0,0,48
Education,239800,250900,0,0,0,0,,0,0,0,0,0,0,0,24
Education,303300,302700,0,0,0,0,,0,0,0,0,0,0,0,12
Education,113400,112900,0,0,0,0,,0,15,0,0,0,0,0,42
Education,143000,141800,0,0,0,0,,0,0,0,0,0,0,0,18
Education,217300,216300,0,0,0,0,,0,0,0,0,0,0,0,15
Education,141900,140500,0,0,0,0,,0,12,0,0,0,0,0,33
Education,143300,144400,0,0,0,0,,0,0,0,0,0,0,0,9
Education,134700,134800,0,0,15,0,,18,0,18,0,0,0,0,57
Education,234900,234400,0,0,0,0,,0,12,0,0,0,0,0,24
Education,163600,163100,0,0,0,0,,0,0,0,0,0,0,0,9
Education,346900,347000,0,0,0,0,,0,0,0,0,0,0,0,18
Education,154100,155500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,191700,191500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,143700,141900,0,0,0,0,,0,0,0,0,0,0,0,18
Education,218700,218300,0,0,0,0,,0,0,0,18,18,0,0,168
Education,256800,256100,0,0,0,0,,0,0,0,0,0,0,0,15
Education,114400,117300,0,0,15,0,,0,0,0,0,0,0,0,18
Education,307100,307500,0,0,9,0,,0,36,0,0,0,0,0,78
Education,196800,193900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,156800,157700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,114500,114200,0,0,0,0,,0,60,0,0,0,0,0,126
Education,159100,160900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,117500,123400,0,0,0,0,,6,0,0,0,0,0,0,9
Education,180100,179700,0,0,0,0,,0,0,0,0,0,0,0,30
Education,159300,130200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,187800,188900,0,0,0,0,,0,0,0,0,0,0,0,12
Education,136400,137400,0,0,0,0,,0,0,0,0,51,0,0,93
Education,149100,149000,0,0,0,0,,0,0,0,0,0,0,0,12
Education,130100,132000,0,0,0,0,,0,15,15,0,0,0,0,36
Education,120600,119600,0,0,0,0,,0,0,0,0,0,0,0,24
Education,226600,227000,0,0,0,0,,0,0,0,0,0,0,0,6
Education,237400,251300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,339200,338900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,179600,179500,0,0,0,0,,0,0,0,0,6,0,0,33
Education,251900,250900,0,0,0,0,,24,0,0,0,0,0,0,39
Education,251700,250700,0,0,0,0,,24,0,0,0,141,0,0,180
Education,351500,352900,0,0,0,0,,0,0,0,0,12,0,0,48
Education,143300,140000,0,0,0,0,,0,0,0,0,0,0,0,9
Education,201900,202800,0,0,0,0,,0,0,0,0,0,0,0,9
Education,194300,195500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,153200,151900,0,0,0,0,,0,0,0,0,0,0,0,9
Education,152200,134800,0,0,18,0,,39,0,12,0,0,0,0,69
Education,147000,149300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,249600,252500,0,0,0,0,,0,6,0,0,0,0,0,15
Education,187700,188800,0,0,0,0,,0,27,0,0,0,0,0,36
Education,251200,244700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,255600,256200,0,0,0,0,,0,0,0,0,0,0,0,15
Education,346200,348400,0,0,0,0,,0,0,0,0,0,0,0,9
Education,198800,201300,0,0,12,0,,0,0,0,0,0,0,0,12
Education,173700,174500,0,0,0,0,,0,9,0,0,0,0,0,9
Education,104100,104500,0,0,0,0,,0,9,0,0,0,0,0,21
Education,218400,217500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,157100,153400,0,0,0,0,,0,0,0,0,0,0,0,36
Education,242300,251300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,156300,148000,0,0,0,0,,0,6,0,0,0,0,0,21
Education,150200,140200,0,0,0,0,,0,0,0,0,0,0,0,6
Education,181400,172800,0,0,0,0,,0,0,0,0,0,0,0,9
Education,199700,199500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,113900,113300,0,0,0,0,,0,0,0,0,0,0,0,15
Education,152400,154400,0,0,9,0,,0,0,0,0,0,0,0,15
Education,251100,246700,0,0,0,0,,0,9,0,0,0,0,0,9
Education,148100,149000,0,0,0,0,,0,0,0,0,0,0,0,12
Education,251200,250600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,165600,165300,0,0,0,0,,0,0,0,0,0,0,0,15
Education,202300,202800,0,0,6,0,,0,30,0,0,0,0,0,66
Education,228000,229200,0,0,0,0,,0,0,0,0,0,0,0,12
Education,180800,176300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,125300,125100,0,0,0,0,,0,0,0,0,0,0,0,21
Education,349700,351000,0,0,0,0,,0,0,0,0,0,0,0,6
Education,145600,145900,0,0,0,0,,0,0,0,0,0,0,0,12
Education,332700,327100,0,0,21,0,,27,0,0,0,0,0,0,57
Education,153300,155900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,331700,327500,0,0,0,0,,0,12,0,0,0,0,0,15
Education,171900,179400,0,0,9,0,,6,0,0,0,0,0,0,18
Education,324300,322700,0,0,0,0,,0,0,0,0,0,0,0,21
Education,104600,107100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,139200,131900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,108500,108900,0,0,0,0,,0,0,0,0,0,0,0,9
Education,324100,319200,0,0,0,0,,0,0,0,0,0,0,0,12
Education,121700,125100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,197500,192100,0,0,0,0,,0,0,0,0,0,0,0,6
Education,204200,204400,0,0,0,0,,0,12,0,0,0,0,0,24
Education,163700,163600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,351200,353200,0,0,12,0,,0,0,0,0,0,0,0,15
Education,168300,168900,0,0,0,0,,0,21,0,0,0,0,0,27
Education,239200,239300,0,0,0,0,,6,0,0,0,21,0,0,66
Education,144100,141200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,352500,355500,0,0,0,0,,0,0,0,0,0,0,0,12
Education,351500,353400,0,0,21,0,,0,0,0,0,12,0,0,45
Education,214400,215200,0,0,0,0,,0,6,0,0,0,0,0,12
Education,250800,251100,0,0,0,0,,0,0,0,0,12,0,0,21
Education,160900,160600,0,0,0,0,,0,0,0,0,21,0,0,48
Education,170200,170500,0,0,0,0,,0,0,0,0,0,0,0,24
Education,147500,150200,0,0,0,0,,0,0,0,0,0,0,0,12
Education,304300,304800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,349600,353600,0,0,0,0,,0,0,0,0,0,0,0,6
Education,214500,213200,0,0,30,0,,6,0,0,0,0,0,0,39
Education,127700,130500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,207100,207000,0,0,0,0,,0,0,0,0,9,0,0,54
Education,313800,315000,0,0,0,0,,0,0,0,0,0,0,0,21
Education,180200,176300,0,0,9,0,,0,0,0,0,0,0,0,12
Education,232900,233200,0,0,0,0,,0,36,0,0,0,0,0,102
Education,158500,158100,0,0,0,0,,0,0,0,0,0,0,0,18
Education,178000,176400,0,0,0,0,,0,0,0,0,0,0,0,18
Education,206100,206900,0,0,0,0,,0,0,0,0,0,0,0,12
Education,230500,229800,0,0,0,0,,0,0,0,0,9,0,0,45
Education,202100,202300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,213400,215200,0,0,0,0,,0,0,0,27,0,0,0,45
Education,251600,244700,0,0,0,0,,0,0,0,0,0,0,0,15
Education,253300,254200,0,0,0,0,,0,12,0,0,0,0,0,24
Education,322400,321500,0,0,0,0,,0,0,0,0,12,0,0,30
Education,119600,134800,0,0,9,0,,12,0,0,0,0,0,0,30
Education,338100,337800,0,0,0,0,,0,0,0,0,15,0,0,21
Education,231200,231300,0,0,0,0,,0,0,0,0,30,0,0,48
Education,314000,314100,0,0,0,0,,0,0,0,9,48,0,6,138
Education,228100,228200,0,0,0,0,,0,0,0,0,0,0,0,45
Education,221200,220400,0,0,0,0,,0,0,0,0,0,0,0,9
Education,186400,180600,0,0,0,0,,0,0,0,0,0,0,0,6
Education,169000,168900,0,0,0,0,,0,63,0,0,0,0,0,141
Education,223700,224800,0,0,0,0,,0,0,0,0,0,0,0,12
Education,131600,134800,0,0,15,0,,48,0,0,6,9,0,6,93
Education,142400,138500,0,0,0,0,,0,0,0,0,0,0,0,6
Education,161300,134800,0,0,9,0,,0,0,15,0,0,0,0,30
Education,190600,193800,0,0,9,0,,0,0,0,0,0,0,0,9
Education,133000,134800,0,0,12,0,,0,0,0,0,6,75,0,99
Education,124300,131900,0,0,6,0,,0,0,0,0,0,0,0,15
Education,146900,144600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,136900,133200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,321800,319200,0,0,0,0,,0,0,0,0,0,0,0,6
Education,323700,325900,0,0,6,0,,21,21,0,6,0,0,0,66
Education,363100,363300,0,0,0,0,,0,0,0,0,0,0,0,9
Education,249300,253700,0,0,0,0,,0,6,0,0,0,0,0,9
Education,211000,210900,0,0,0,0,,0,0,0,9,24,0,0,66
Education,253600,253700,0,0,0,0,,0,0,0,0,9,0,0,21
Education,232400,231400,0,0,0,0,,0,0,0,0,0,0,0,9
Education,230700,229600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,157800,154400,0,0,6,0,,0,0,0,0,0,0,0,12
Education,108600,106300,0,0,0,0,,0,9,0,0,0,0,0,9
Education,247000,251300,0,0,6,0,,0,0,0,0,0,0,0,21
Education,180800,181200,0,0,0,0,,0,0,0,0,15,0,0,45
Education,128500,128900,0,0,0,0,,0,0,0,0,0,0,0,6
Education,107500,106600,0,0,0,0,,0,0,0,0,0,0,0,9
Education,213000,213700,0,0,0,0,,0,0,0,0,0,0,0,12
Education,201000,199800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,341300,340700,0,0,0,0,,0,0,0,0,30,0,0,78
Education,223800,225600,0,0,0,0,,0,0,0,0,0,0,0,6
Education,174100,173900,0,0,0,0,,0,0,0,0,0,0,0,12
Education,109800,109600,0,0,0,0,,0,21,0,0,0,0,0,21
Education,186100,186000,0,0,0,0,,0,0,0,0,0,0,0,6
Education,219000,219500,0,0,0,0,,0,9,0,0,0,0,0,21
Education,128100,134800,0,0,18,0,,60,0,0,0,9,0,0,99
Education,196300,193600,0,0,9,0,,0,0,0,0,0,0,0,9
Education,323700,318400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,169700,163800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,122500,125100,0,0,0,0,,0,0,0,0,0,0,0,9
Education,255400,256000,0,0,0,0,,0,6,0,0,0,0,0,42
Education,251600,251400,0,0,0,0,,0,0,0,0,18,0,0,21
Education,304400,306000,0,0,0,0,,0,0,0,0,0,0,0,9
Education,200500,200300,0,0,0,0,,0,0,0,0,18,0,0,27
Education,176700,180600,0,0,30,0,,0,0,0,0,0,0,0,42
Education,207200,206400,0,0,0,0,,0,12,0,0,0,0,0,24
Education,234700,234900,0,0,0,0,,0,0,0,0,0,0,0,15
Education,141000,133200,0,0,6,0,,0,0,0,0,0,0,0,15
Education,161000,160800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,165700,166200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,222100,221900,0,0,0,0,,0,6,0,0,0,0,0,9
Education,229100,231900,0,0,18,0,,0,0,0,0,0,0,0,33
Education,164400,164500,0,0,0,0,,0,0,0,0,0,0,0,9
Education,107500,106300,0,0,0,0,,0,9,0,0,0,0,0,21
Education,252000,252400,0,0,6,0,,0,0,0,0,342,0,0,351
Education,130900,131900,0,0,15,0,,0,0,0,0,0,0,0,21
Education,145200,142800,0,0,0,0,,0,0,0,0,24,0,0,57
Education,176900,177700,0,0,0,0,,0,0,0,0,0,0,0,30
Education,148600,146800,0,0,0,0,,0,0,0,0,0,0,0,9
Education,130300,130200,0,0,0,0,,9,9,0,0,0,0,0,27
Education,238500,244700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,172100,180600,0,0,18,0,,0,6,0,0,0,0,0,27
Education,196900,195200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,230500,231400,0,0,0,0,,0,0,0,0,0,0,0,6
Education,155000,134800,0,0,0,0,,0,0,0,0,0,33,0,42
Education,247900,250900,0,0,0,0,,0,0,0,0,0,0,0,9
Education,107800,106300,0,0,0,0,,0,0,0,0,0,0,0,6
Education,219400,218900,0,0,0,0,,0,24,0,0,6,0,0,54
Education,160200,131800,0,0,0,0,,0,0,0,0,0,0,0,6
Education,335200,335100,0,0,0,0,,0,0,0,0,0,0,0,12
Education,355200,354700,0,0,0,0,,0,0,0,0,0,0,0,6
Education,317300,316200,0,0,0,0,,0,0,0,0,0,0,0,6
Education,158500,158200,0,0,0,0,,0,0,0,0,0,0,0,9
Education,135000,134200,0,0,0,0,,9,0,6,0,0,0,0,36
Education,228700,229200,0,0,0,0,,0,12,0,0,0,0,0,27
